id,first_name,last_name,political_position,political_position_start_at,political_position_end_at,avatar,crated_at,updated_at
2000,Juan Antonio,Abad Pérez,Diputado por la Rioja,11/20/11,,http://www.congreso.es/wc/htdocs/web/img/diputados/87_10.jpg,04/02/14 08:40 PM,04/02/14 08:40 PM
